"","...1","...2","...3","...4","...5","...6","date","tweet","word","source_file","masked_tweet","logp.jewish","logp.israeli","norm.logp.israeli","norm.logp.jewish","diff","included.l1","included.l2","included.l3","logp.muslim","logp.american","logp.gay","logp.black"
"1041",1112,1112,1112,1112,1208,2653,2023-11-13,"History will not judge well the world leaders allowing the genocide and ethnic cleansing of 2.3 innocent civilians- half of which are children- based on false hasbara in Gaza while also the Zionist State is rampaging and taking over West Bank that isnt even controlled by 'Hamas'.","zionist","scraped_tweets_zionist_71234.json","History will not judge well the world leaders allowing the genocide and ethnic cleansing of 2.3 innocent civilians- half of which are children- based on false hasbara in Gaza while also the <mask> State is rampaging and taking over West Bank that isnt even controlled by 'Hamas'.",-2.46777541073277,-1.90577753623855,3.00148891187299,0.911385991157614,-2.09010292071537,FALSE,FALSE,FALSE,-7.26661176492755,-7.60892725148152,-13.6924343159543,-9.61031123490649
"1042",1113,1113,1113,1113,1209,2654,2023-11-13,"Patricia Karvelas is a Zionist and a coloniser by her deeds. She is an active agent for settler colonialism, through arguing for Indigenous incarceration in so-called Australia, and through supporting the narrative of the genocidaires in Palestine. 
Boycott the ABC.","zionist","scraped_tweets_zionist_71234.json","Patricia Karvelas is a <mask> and a coloniser by her deeds. She is an active agent for settler colonialism, through arguing for Indigenous incarceration in so-called Australia, and through supporting the narrative of the genocidaires in Palestine. 
Boycott the ABC.",-5.26880610694039,-11.0159980558072,-6.10873160769566,-1.88964470505001,4.21908690264566,FALSE,FALSE,FALSE,-6.94258269337592,-9.72655441351482,-11.1730625913088,-8.42429312329294
"1043",1114,1114,1114,1114,1210,2660,2023-11-13,"The only politician in the West with integrity & gravitas. 

While the rest of the buffoons are cogs in the Zionist propaganda machine.","zionist","scraped_tweets_zionist_71234.json","The only politician in the West with integrity & gravitas. 

While the rest of the buffoons are cogs in the <mask> propaganda machine.",-8.61730535440867,-6.96224202071726,-2.05497557260572,-5.23814395251829,-3.18316837991256,TRUE,FALSE,FALSE,-6.84204189705426,-4.82618334841505,-10.9410117751174,-7.64608329019295
"1044",1115,1115,1115,1115,1211,2664,2023-11-13,"Dumb Zionists claim Hamas hanged a paper in a Hospital wall that for some reason only had October and November calendar with NO further details as evidence that hospitals are used by Hamas? and the paper is so clean! in the mid of genocide ! and they used papers NOT phones?","zionist","scraped_tweets_zionist_71234.json","Dumb <mask> claim Hamas hanged a paper in a Hospital wall that for some reason only had October and November calendar with NO further details as evidence that hospitals are used by Hamas? and the paper is so clean! in the mid of genocide ! and they used papers NOT phones?",-4.82786047128222,-5.21119084498115,-0.303924396869613,-1.44869906939184,-1.14477467252222,FALSE,FALSE,FALSE,-5.16234717283588,-4.8168636888824,-9.26010921990414,-9.06847154977194
"1045",1116,1116,1116,1116,1212,2672,2023-11-13,"Seeing holocaust survivors and their families calling out zionists because they understand what israel is doing to palestine is exactly what the nazis did to them, they're the ones that we need to be the loudest in this","zionist","scraped_tweets_zionist_91584.json","Seeing holocaust survivors and their families calling out <mask> because they understand what israel is doing to palestine is exactly what the nazis did to them, they're the ones that we need to be the loudest in this",-2.77519092715697,-6.92457198864108,-2.01730554052954,0.603970474733414,2.62127601526296,FALSE,FALSE,FALSE,-4.6854021864363,-5.64062620872491,-8.26262864255706,-9.12862865200126
"1046",1117,1117,1117,1117,1213,2673,2023-11-13,"Zionist occupation forces detained an ambulance during its ongoing raid on Tulkarm city in the West Bank.","zionist","scraped_tweets_zionist_71234.json","<mask> occupation forces detained an ambulance during its ongoing raid on Tulkarm city in the West Bank.",-8.6687690029985,-0.610328149729645,4.29693829838189,-5.28960760110812,-9.58654589949001,FALSE,FALSE,FALSE,-9.19779296762509,-5.83870790655174,-15.1773627092847,-13.1270237870768
"1047",1118,1118,1118,1118,1214,2674,2023-11-13,"Such brave men the #Zionist pilots,dropping bombs from jets in the sky onto children. They can't even get out of their tanks on the ground in #Gaza to go clear a hospital. They have to threaten everyone to evacuate so they can blast #AlShifaHospital to the ground. #AlShifaMassare","zionist","scraped_tweets_zionist_71234.json","Such brave men the #<mask> pilots,dropping bombs from jets in the sky onto children. They can't even get out of their tanks on the ground in #Gaza to go clear a hospital. They have to threaten everyone to evacuate so they can blast #AlShifaHospital to the ground. #AlShifaMassare",-9.11999423704228,-3.00871996987682,1.89854647823472,-5.7408328351519,-7.63937931338661,FALSE,FALSE,FALSE,-7.80771298361912,-5.62425997514488,-11.4698059013545,-11.2474458729713
"1048",1119,1119,1119,1119,1215,2677,2023-11-13,"Here’s 
piersmorgan
 doing exactly what he accuses 
jeremycorbyn
 of. The  difference is him being more timid to a personality that is more manly and intellectual than him 
mohammed_hijab
.

These questions aren’t difficult for most people bar you and Zionist terrorists. Hypocrite.","zionist","scraped_tweets_zionist_91584.json","Here’s 
piersmorgan
 doing exactly what he accuses 
jeremycorbyn
 of. The  difference is him being more timid to a personality that is more manly and intellectual than him 
mohammed_hijab
.

These questions aren’t difficult for most people bar you and <mask> terrorists. Hypocrite.",-8.14873703936991,-7.84935187615656,-2.94208542804502,-4.76957563747953,-1.8274902094345,TRUE,FALSE,FALSE,-5.02435365149058,-6.67189536388981,-9.62630271791583,-8.72285634250081
"1049",1120,1120,1120,1120,1216,2678,2023-11-13,"I don't even know who noah schnapp is I've only known him for being a zionist and this kind of evil","zionist","scraped_tweets_zionist_71234.json","I don't even know who noah schnapp is I've only known him for being a <mask> and this kind of evil",-6.24505813125027,-13.4720806859577,-8.56481423784616,-2.86589672935989,5.69891750848628,TRUE,TRUE,FALSE,-6.05737606956693,-10.9353190462817,-5.79029480963976,-9.16295809938281
"1050",1121,1121,1121,1121,1217,2679,2023-11-13,"you guys are ignoring the fact that /SpotifySwiftie is a zionist and follows the IDF.. plus they follow pro isreal accounts","zionist","scraped_tweets_zionist_91584.json","you guys are ignoring the fact that /SpotifySwiftie is a <mask> and follows the IDF.. plus they follow pro isreal accounts",-5.96553950470013,-9.71790051239084,-4.8106340642793,-2.58637810280975,2.22425596146956,FALSE,FALSE,FALSE,-2.15167702290933,-8.84587297304171,-8.21952154918587,-8.59875546758954
"1051",1122,1122,1122,1122,1218,2683,2023-11-13,"Short memory when it comes to your personal pro Zionists interest, Mr Tersch
","zionist","scraped_tweets_zionist_91584.json","Short memory when it comes to your personal pro <mask> interest, Mr Tersch
",-9.656783467637,-9.39768279742905,-4.49041634931751,-6.27762206574662,-1.7872057164291,TRUE,TRUE,TRUE,-8.9250343444419,-8.03416450776736,-8.5725321701435,-7.97372942428422
"1052",1123,1123,1123,1123,1219,2684,2023-11-13,"Haha for what????? Talking??? he’s right. Biden should be at the Hague with Netanyahu. That’s pretty self-explanatory at this point. Zionists r psychologically unstable people.","zionist","scraped_tweets_zionist_91584.json","Haha for what????? Talking??? he’s right. Biden should be at the Hague with Netanyahu. That’s pretty self-explanatory at this point. <mask> r psychologically unstable people.",-11.3063319715007,-9.03572080077225,-4.12845435266071,-7.92717056961032,-3.7987162169496,FALSE,FALSE,FALSE,-8.65781820894826,-7.17382940065943,-9.52746112495262,-12.1494524183924
"1053",1124,1124,1124,1124,1220,2685,2023-11-13,"One man’s terrorist is another man’s freedom fighter.  

Corbyn doesn’t have to condemn Hamas because Zionists terrorist want him to.","zionist","scraped_tweets_zionist_91584.json","One man’s terrorist is another man’s freedom fighter.  

Corbyn doesn’t have to condemn Hamas because <mask> terrorist want him to.",-6.83748385867409,-5.20721910864426,-0.299952660532723,-3.45832245678371,-3.15836979625098,FALSE,FALSE,FALSE,-5.56715463988422,-7.54888452609081,-8.51123865587693,-10.4664449419515
"1054",1125,1125,1125,1125,1221,2692,2023-11-13,"So far as the bad guy behind this is not US imperialist and right wing Zionists I guess not many ppl will notice and care let alone protest","zionist","scraped_tweets_zionist_91584.json","So far as the bad guy behind this is not US imperialist and right wing <mask> I guess not many ppl will notice and care let alone protest",-7.47697674174104,-9.21645594799364,-4.3091894998821,-4.09781533985066,0.211374160031448,TRUE,FALSE,FALSE,-7.05979921030327,-8.21434306827258,-9.52865227543128,-10.2962511449083
"1055",1126,1126,1126,1126,1222,2695,2023-11-13,"truly her zionist side is showing bc you can tell that she has no sympathy for Palestinians and is continuing to use misinformations just to support the oppressors","zionist","scraped_tweets_zionist_91584.json","truly her <mask> side is showing bc you can tell that she has no sympathy for Palestinians and is continuing to use misinformations just to support the oppressors",-5.43097412005075,-7.59697054127053,-2.68970409315899,-2.05181271816037,0.637891374998627,FALSE,FALSE,FALSE,-5.95155318962217,-7.82482603187366,-5.92133299131737,-4.92701605663586
"1056",1127,1127,1127,1127,1223,2697,2023-11-13,"Feel like people should really just start carrying their own pro Palestine posters and covering those “kidnapped” ones and walking away bc they’re possibly endangering themselves with these psychotic ass zionists :/","zionist","scraped_tweets_zionist_91584.json","Feel like people should really just start carrying their own pro Palestine posters and covering those “kidnapped” ones and walking away bc they’re possibly endangering themselves with these psychotic ass <mask> :/",-10.7978800072063,-8.36732572937329,-3.46005928126175,-7.41871860531592,-3.95865932405416,FALSE,FALSE,FALSE,-6.29038656254788,-8.27603356093043,-9.60925232343808,-10.1065941400073
"1057",1128,1128,1128,1128,1224,2699,2023-11-13,"BowesChay
 could you please bump up the info in this tweet any way you feel appropriate? There is an international legal formula for determining if terrorists operate in a civilian location.
Every single word uttered by the Zionist Regime, Israel, is a lie.","zionist","scraped_tweets_zionist_91584.json","BowesChay
 could you please bump up the info in this tweet any way you feel appropriate? There is an international legal formula for determining if terrorists operate in a civilian location.
Every single word uttered by the <mask> Regime, Israel, is a lie.",-3.71708112161116,-3.19722145379447,1.71004499431707,-0.337919719720776,-2.04796471403784,FALSE,FALSE,FALSE,-5.12505447077966,-4.0653083401829,-12.3793028609751,-8.77761209549878
"1058",1129,1129,1129,1129,1225,2700,2023-11-13,"Killing 1 or 2 Palestinians a day, demolishing homes, building settlements, enforcing an occupation and maintaining a siege on 2.5 million people is a Zionist's idea of a ceasefire.","zionist","scraped_tweets_zionist_91584.json","Killing 1 or 2 Palestinians a day, demolishing homes, building settlements, enforcing an occupation and maintaining a siege on 2.5 million people is a <mask>'s idea of a ceasefire.",-2.64284876221413,-4.77547645398142,0.131789994130117,0.736312639676254,0.604522645546137,FALSE,FALSE,FALSE,-4.57493950088102,-7.64755773914918,-12.3327058246764,-11.7336748002598
"1059",1130,1130,1130,1130,1226,2702,2023-11-13,"With my old publicist hat on, Mark Liebler blabbing on was a PR disaster for the Zionist cause. It’s why barristers also like their clients to keep things brief and not to waffle, they end up hanging themselves with their own rope.  I hope she gets a lot of one-on-one interviews.","zionist","scraped_tweets_zionist_91584.json","With my old publicist hat on, Mark Liebler blabbing on was a PR disaster for the <mask> cause. It’s why barristers also like their clients to keep things brief and not to waffle, they end up hanging themselves with their own rope.  I hope she gets a lot of one-on-one interviews.",-8.6585349945025,-9.93297956205854,-5.025713113947,-5.27937359261212,-0.253660478665113,TRUE,TRUE,FALSE,-10.0225788128716,-5.54845612174968,-8.43936560727537,-7.49996328459446
